Cidade,Pais,Nascer do Sol,Por do Sol,Lua,Temperatura atual,Umidade atual,Velocidade Vento,Grau do vento,Direção do vento
"Sao Paulo, Brazil",Brazil,06:09 AM,05:59 PM,Waning Gibbous,25,44,27,303,WNW
